,Clusters,RTs,Total_tweets,CumRT
0,2,87,100,87
1,5,89,200,176
2,2,87,300,263
3,3,87,400,350
4,3,92,500,442
5,2,85,600,527
6,2,85,700,612
7,3,87,800,699
8,2,84,900,783
9,2,88,1000,871
10,2,86,1100,957
11,3,91,1200,1048
12,3,88,1300,1136
13,2,91,1400,1227
14,4,88,1500,1315
15,2,86,1600,1401
16,2,85,1700,1486
17,2,84,1800,1570
18,3,89,1900,1659
19,2,91,2000,1750
20,2,83,2100,1833
21,2,88,2200,1921
22,3,88,2300,2009
23,2,91,2400,2100
